foodx,foody,snakex,snakey,reward,previousdirection,currentdirection
440,350,440,280,1,3,down
440,350,440,290,1,3,down
440,350,440,300,1,3,down
440,350,440,310,1,3,down
440,350,440,320,1,3,down
440,350,440,330,1,3,down
440,350,440,340,1,3,down
280,190,440,350,100,3,down
280,190,440,360,-1,3,down
280,190,440,370,-1,3,down
280,190,440,380,-1,3,down
280,190,440,390,-1,3,down
280,190,440,400,-1,3,down
280,190,440,410,-1,3,down
280,190,440,420,-1,3,down
280,190,440,430,-1,3,down
280,190,440,440,-1,3,down
280,190,440,450,-1,3,down
280,190,440,460,-1,3,down
280,190,440,470,-1,3,down
280,190,440,480,-1,3,down
280,190,440,490,-1,3,down
280,190,440,500,-1,3,down
280,190,440,510,-1,3,down
280,190,440,520,-1,3,down
280,190,440,530,-1,3,down
280,190,440,540,-1,3,down
280,190,440,550,-1,3,down
280,190,440,560,-1,3,down
280,190,440,570,-1,3,down
280,190,440,580,-1,3,down
280,190,440,590,-1,3,down
280,190,440,600,-1,3,down
280,190,440,0,-1,3,down
280,190,440,10,-1,3,down
280,190,440,20,-1,3,down
280,190,440,30,-1,3,down
280,190,440,40,-1,3,down
280,190,440,50,-1,3,down
280,190,440,60,-1,3,down
280,190,440,70,-1,3,down
280,190,440,80,-1,3,down
280,190,440,90,-1,3,down
280,190,440,100,-1,3,down
280,190,440,110,-1,3,down
280,190,440,120,-1,3,down
280,190,440,130,-1,3,down
280,190,440,140,-1,3,down
280,190,440,150,-1,3,down
280,190,440,160,-1,3,down
280,190,440,170,-1,3,down
280,190,440,180,-1,3,down
280,190,440,190,-1,3,down
280,190,440,190,-1,3,down
280,190,430,190,1,3,left
280,190,420,190,1,0,left
280,190,410,190,1,0,left
280,190,400,190,1,0,left
280,190,390,190,1,0,left
280,190,380,190,1,0,left
280,190,370,190,1,0,left
280,190,360,190,1,0,left
280,190,350,190,1,0,left
280,190,340,190,1,0,left
280,190,330,190,1,0,left
280,190,320,190,1,0,left
280,190,310,190,1,0,left
280,190,300,190,1,0,left
280,190,290,190,1,0,left
200,370,280,190,100,0,left
200,370,270,190,1,0,left
200,370,260,190,1,0,left
200,370,250,190,1,0,left
200,370,240,190,1,0,left
200,370,230,190,1,0,left
200,370,220,190,1,0,left
200,370,210,190,1,0,left
200,370,200,190,-1,0,left
200,370,200,190,-1,0,left
200,370,200,200,1,0,down
200,370,200,210,1,3,down
200,370,200,220,1,3,down
200,370,200,230,1,3,down
200,370,200,240,1,3,down
200,370,200,250,1,3,down
200,370,200,260,1,3,down
200,370,200,270,1,3,down
200,370,200,280,1,3,down
200,370,200,290,1,3,down
200,370,200,300,1,3,down
200,370,200,310,1,3,down
200,370,200,320,1,3,down
200,370,200,330,1,3,down
200,370,200,340,1,3,down
200,370,200,350,1,3,down
200,370,200,360,1,3,down
320,0,200,370,100,3,down
320,0,200,380,-1,3,down
320,0,200,390,-1,3,down
320,0,200,400,-1,3,down
320,0,200,410,-1,3,down
320,0,200,420,-1,3,down
320,0,200,430,-1,3,down
320,0,200,440,-1,3,down
320,0,200,450,-1,3,down
320,0,200,460,-1,3,down
320,0,200,470,-1,3,down
320,0,200,480,-1,3,down
320,0,200,490,-1,3,down
320,0,200,500,-1,3,down
320,0,200,510,-1,3,down
320,0,200,520,-1,3,down
320,0,200,530,-1,3,down
320,0,200,540,-1,3,down
320,0,200,550,-1,3,down
320,0,200,560,-1,3,down
320,0,200,570,-1,3,down
320,0,200,580,-1,3,down
320,0,200,590,-1,3,down
320,0,200,600,-1,3,down
320,0,200,0,-1,3,down
320,0,200,0,-1,3,down
320,0,210,0,1,3,right
320,0,220,0,1,1,right
320,0,230,0,1,1,right
320,0,240,0,1,1,right
320,0,250,0,1,1,right
320,0,260,0,1,1,right
320,0,270,0,1,1,right
320,0,280,0,1,1,right
320,0,290,0,1,1,right
320,0,300,0,1,1,right
320,0,310,0,1,1,right
220,110,320,0,100,1,right
220,110,330,0,-1,1,right
220,110,340,0,-1,1,right
220,110,350,0,-1,1,right
220,110,360,0,-1,1,right
220,110,370,0,-1,1,right
220,110,380,0,-1,1,right
220,110,390,0,-1,1,right
220,110,400,0,-1,1,right
220,110,410,0,-1,1,right
220,110,420,0,-1,1,right
220,110,430,0,-1,1,right
220,110,440,0,-1,1,right
220,110,450,0,-1,1,right
220,110,460,0,-1,1,right
220,110,470,0,-1,1,right
220,110,480,0,-1,1,right
220,110,490,0,-1,1,right
220,110,500,0,-1,1,right
220,110,510,0,-1,1,right
220,110,520,0,-1,1,right
220,110,530,0,1,1,right
220,110,540,0,1,1,right
220,110,550,0,1,1,right
220,110,560,0,1,1,right
220,110,570,0,1,1,right
220,110,580,0,1,1,right
220,110,590,0,1,1,right
220,110,600,0,1,1,right
220,110,0,0,-1,1,right
220,110,10,0,1,1,right
220,110,20,0,1,1,right
220,110,30,0,1,1,right
220,110,40,0,1,1,right
220,110,50,0,1,1,right
220,110,60,0,1,1,right
220,110,70,0,1,1,right
220,110,80,0,1,1,right
220,110,90,0,1,1,right
220,110,100,0,1,1,right
220,110,110,0,1,1,right
220,110,120,0,1,1,right
220,110,130,0,1,1,right
220,110,140,0,1,1,right
220,110,150,0,1,1,right
220,110,160,0,1,1,right
220,110,170,0,1,1,right
220,110,180,0,1,1,right
220,110,190,0,1,1,right
220,110,200,0,1,1,right
220,110,210,0,1,1,right
220,110,220,0,-1,1,right
220,110,220,0,-1,1,right
220,110,220,10,1,1,down
220,110,220,20,1,3,down
220,110,220,30,1,3,down
220,110,220,40,1,3,down
220,110,220,50,1,3,down
220,110,220,60,1,3,down
220,110,220,70,1,3,down
220,110,220,80,1,3,down
220,110,220,90,1,3,down
220,110,220,100,1,3,down
30,390,220,110,100,3,down
30,390,220,120,-1,3,down
30,390,220,130,-1,3,down
30,390,220,140,-1,3,down
30,390,220,150,-1,3,down
30,390,220,160,-1,3,down
30,390,220,170,-1,3,down
30,390,220,180,-1,3,down
30,390,220,190,-1,3,down
30,390,220,200,-1,3,down
30,390,220,210,-1,3,down
30,390,220,220,-1,3,down
30,390,220,230,-1,3,down
30,390,220,240,-1,3,down
30,390,220,250,-1,3,down
30,390,220,260,-1,3,down
30,390,220,270,-1,3,down
30,390,220,280,-1,3,down
30,390,220,290,-1,3,down
30,390,220,300,-1,3,down
30,390,220,310,-1,3,down
30,390,220,320,-1,3,down
30,390,220,330,-1,3,down
30,390,220,340,-1,3,down
30,390,220,350,-1,3,down
30,390,220,360,-1,3,down
30,390,220,370,-1,3,down
30,390,220,380,-1,3,down
30,390,220,390,-1,3,down
30,390,220,390,-1,3,down
30,390,210,390,1,3,left
30,390,200,390,1,0,left
30,390,190,390,1,0,left
30,390,180,390,1,0,left
30,390,170,390,1,0,left
30,390,160,390,1,0,left
30,390,150,390,1,0,left
30,390,140,390,1,0,left
30,390,130,390,1,0,left
30,390,120,390,1,0,left
30,390,110,390,1,0,left
30,390,100,390,1,0,left
30,390,90,390,1,0,left
30,390,80,390,1,0,left
30,390,70,390,1,0,left
30,390,60,390,1,0,left
30,390,50,390,1,0,left
30,390,40,390,1,0,left
290,120,30,390,100,0,left
290,120,20,390,-1,0,left
290,120,10,390,-1,0,left
290,120,0,390,-1,0,left
290,120,590,390,-1,0,left
290,120,580,390,1,0,left
290,120,570,390,1,0,left
290,120,560,390,1,0,left
290,120,550,390,1,0,left
290,120,540,390,1,0,left
290,120,530,390,1,0,left
290,120,520,390,1,0,left
290,120,510,390,1,0,left
290,120,500,390,1,0,left
290,120,490,390,1,0,left
290,120,480,390,1,0,left
290,120,470,390,1,0,left
290,120,460,390,1,0,left
290,120,450,390,1,0,left
290,120,440,390,1,0,left
290,120,430,390,1,0,left
290,120,420,390,1,0,left
290,120,410,390,1,0,left
290,120,400,390,1,0,left
290,120,390,390,1,0,left
290,120,380,390,1,0,left
290,120,370,390,1,0,left
290,120,360,390,1,0,left
290,120,350,390,1,0,left
290,120,340,390,1,0,left
290,120,330,390,1,0,left
290,120,320,390,1,0,left
290,120,310,390,1,0,left
290,120,300,390,1,0,left
290,120,290,390,-1,0,left
290,120,290,390,-1,0,left
290,120,290,380,1,0,up
290,120,290,370,1,2,up
290,120,290,360,1,2,up
290,120,290,350,1,2,up
290,120,290,340,1,2,up
290,120,290,330,1,2,up
290,120,290,320,1,2,up
290,120,290,310,1,2,up
290,120,290,300,1,2,up
290,120,290,290,1,2,up
290,120,290,280,1,2,up
290,120,290,270,1,2,up
290,120,290,260,1,2,up
290,120,290,250,1,2,up
290,120,290,240,1,2,up
290,120,290,230,1,2,up
290,120,290,220,1,2,up
290,120,290,210,1,2,up
290,120,290,200,1,2,up
290,120,290,190,1,2,up
290,120,290,180,1,2,up
290,120,290,170,1,2,up
290,120,290,160,1,2,up
290,120,290,150,1,2,up
290,120,290,140,1,2,up
290,120,290,130,1,2,up
70,430,290,120,100,2,up
70,430,290,110,-1,2,up
70,430,290,100,-1,2,up
70,430,290,90,-1,2,up
70,430,290,80,-1,2,up
70,430,290,70,-1,2,up
70,430,290,60,-1,2,up
70,430,290,50,-1,2,up
70,430,290,40,-1,2,up
70,430,290,30,-1,2,up
70,430,290,20,-1,2,up
70,430,290,10,-1,2,up
70,430,290,0,-1,2,up
70,430,290,590,-1,2,up
70,430,290,580,-1,2,up
70,430,290,570,-1,2,up
70,430,290,560,-1,2,up
70,430,290,550,-1,2,up
70,430,290,540,-1,2,up
70,430,290,530,-1,2,up
70,430,290,520,-1,2,up
70,430,290,510,-1,2,up
70,430,290,500,-1,2,up
70,430,290,490,-1,2,up
70,430,290,480,-1,2,up
70,430,290,470,-1,2,up
70,430,290,460,-1,2,up
70,430,290,450,-1,2,up
70,430,290,440,-1,2,up
70,430,290,430,-1,2,up
70,430,290,430,-1,2,up
70,430,280,430,1,2,left
70,430,270,430,1,0,left
70,430,260,430,1,0,left
70,430,250,430,1,0,left
70,430,240,430,1,0,left
70,430,230,430,1,0,left
70,430,220,430,1,0,left
70,430,210,430,1,0,left
70,430,200,430,1,0,left
70,430,190,430,1,0,left
70,430,180,430,1,0,left
70,430,170,430,1,0,left
70,430,160,430,1,0,left
70,430,150,430,1,0,left
70,430,140,430,1,0,left
70,430,130,430,1,0,left
70,430,120,430,1,0,left
70,430,110,430,1,0,left
70,430,100,430,1,0,left
70,430,90,430,1,0,left
70,430,80,430,1,0,left
490,40,70,430,100,0,left
490,40,60,430,1,0,left
490,40,50,430,1,0,left
490,40,40,430,1,0,left
490,40,30,430,1,0,left
490,40,20,430,1,0,left
490,40,10,430,1,0,left
490,40,0,430,1,0,left
490,40,590,430,1,0,left
490,40,580,430,1,0,left
490,40,570,430,1,0,left
490,40,560,430,1,0,left
490,40,550,430,1,0,left
490,40,540,430,1,0,left
490,40,530,430,1,0,left
490,40,520,430,1,0,left
490,40,510,430,1,0,left
490,40,500,430,1,0,left
490,40,490,430,-1,0,left
490,40,490,430,-1,0,left
490,40,490,420,-1,0,up
490,40,490,410,-1,2,up
490,40,490,400,-1,2,up
490,40,490,390,-1,2,up
490,40,490,380,-1,2,up
490,40,490,370,-1,2,up
490,40,490,360,-1,2,up
490,40,490,350,-1,2,up
490,40,490,340,-1,2,up
490,40,490,330,1,2,up
490,40,490,320,1,2,up
490,40,490,310,1,2,up
490,40,490,300,1,2,up
490,40,490,290,1,2,up
490,40,490,280,1,2,up
490,40,490,270,1,2,up
490,40,490,260,1,2,up
490,40,490,250,1,2,up
490,40,490,240,1,2,up
490,40,490,230,1,2,up
490,40,490,220,1,2,up
490,40,490,210,1,2,up
490,40,490,200,1,2,up
490,40,490,190,1,2,up
490,40,490,180,1,2,up
490,40,490,170,1,2,up
490,40,490,160,1,2,up
490,40,490,150,1,2,up
490,40,490,140,1,2,up
490,40,490,130,1,2,up
490,40,490,120,1,2,up
490,40,490,110,1,2,up
490,40,490,100,1,2,up
490,40,490,90,1,2,up
490,40,490,80,1,2,up
490,40,490,70,1,2,up
490,40,490,60,1,2,up
490,40,490,50,1,2,up
0,180,490,40,100,2,up
0,180,490,30,-1,2,up
0,180,490,20,-1,2,up
0,180,490,10,-1,2,up
0,180,490,0,-1,2,up
0,180,490,590,-1,2,up
0,180,490,580,-1,2,up
0,180,490,570,-1,2,up
0,180,490,560,-1,2,up
0,180,490,550,-1,2,up
0,180,490,540,-1,2,up
0,180,490,530,-1,2,up
0,180,490,520,-1,2,up
0,180,490,510,-1,2,up
0,180,490,500,-1,2,up
0,180,490,490,-1,2,up
0,180,490,480,-1,2,up
0,180,490,470,-1,2,up
0,180,490,460,-1,2,up
0,180,490,450,-1,2,up
0,180,490,440,-1,2,up
0,180,490,430,-1,2,up
0,180,490,420,-1,2,up
0,180,490,410,-1,2,up
0,180,490,400,-1,2,up
0,180,490,390,-1,2,up
0,180,490,380,-1,2,up
0,180,490,370,-1,2,up
0,180,490,360,-1,2,up
0,180,490,350,-1,2,up
0,180,490,340,-1,2,up
0,180,490,330,-1,2,up
0,180,490,320,-1,2,up
0,180,490,310,-1,2,up
0,180,490,300,-1,2,up
0,180,490,290,-1,2,up
0,180,490,280,-1,2,up
0,180,490,270,-1,2,up
0,180,490,260,-1,2,up
0,180,490,250,-1,2,up
0,180,490,240,-1,2,up
0,180,490,230,-1,2,up
0,180,490,220,-1,2,up
0,180,490,210,-1,2,up
0,180,490,200,-1,2,up
0,180,490,190,-1,2,up
0,180,490,180,-1,2,up
0,180,490,180,-1,2,up
0,180,480,180,-1,2,left
0,180,470,180,-1,0,left
0,180,460,180,-1,0,left
0,180,450,180,-1,0,left
0,180,440,180,-1,0,left
0,180,430,180,-1,0,left
0,180,420,180,-1,0,left
0,180,410,180,-1,0,left
0,180,400,180,-1,0,left
0,180,390,180,-1,0,left
0,180,380,180,-1,0,left
0,180,370,180,-1,0,left
0,180,360,180,-1,0,left
0,180,350,180,-1,0,left
0,180,340,180,-1,0,left
0,180,330,180,-1,0,left
0,180,320,180,-1,0,left
0,180,310,180,-1,0,left
0,180,300,180,-1,0,left
0,180,290,180,1,0,left
0,180,280,180,1,0,left
0,180,270,180,1,0,left
0,180,260,180,1,0,left
0,180,250,180,1,0,left
0,180,240,180,1,0,left
0,180,230,180,1,0,left
0,180,220,180,1,0,left
0,180,210,180,1,0,left
0,180,200,180,1,0,left
0,180,190,180,1,0,left
0,180,180,180,1,0,left
0,180,170,180,1,0,left
0,180,160,180,1,0,left
0,180,150,180,1,0,left
0,180,140,180,1,0,left
0,180,130,180,1,0,left
0,180,120,180,1,0,left
0,180,110,180,1,0,left
0,180,100,180,1,0,left
0,180,90,180,1,0,left
0,180,80,180,1,0,left
0,180,70,180,1,0,left
0,180,60,180,1,0,left
0,180,50,180,1,0,left
0,180,40,180,1,0,left
0,180,30,180,1,0,left
0,180,20,180,1,0,left
0,180,10,180,1,0,left
360,600,0,180,100,0,left
360,600,590,180,1,0,left
360,600,580,180,1,0,left
360,600,570,180,1,0,left
360,600,560,180,1,0,left
360,600,550,180,1,0,left
360,600,540,180,1,0,left
360,600,530,180,1,0,left
360,600,520,180,1,0,left
360,600,510,180,1,0,left
360,600,500,180,1,0,left
360,600,490,180,1,0,left
360,600,480,180,1,0,left
360,600,470,180,1,0,left
360,600,460,180,1,0,left
360,600,450,180,1,0,left
360,600,440,180,1,0,left
360,600,430,180,1,0,left
360,600,420,180,1,0,left
360,600,410,180,1,0,left
360,600,400,180,1,0,left
360,600,390,180,1,0,left
360,600,380,180,1,0,left
360,600,370,180,1,0,left
360,600,360,180,-1,0,left
360,600,360,180,-1,0,left
360,600,360,190,-1,0,down
360,600,360,200,-1,3,down
360,600,360,210,-1,3,down
360,600,360,220,-1,3,down
360,600,360,230,-1,3,down
360,600,360,240,-1,3,down
360,600,360,250,-1,3,down
360,600,360,260,-1,3,down
360,600,360,270,-1,3,down
360,600,360,280,-1,3,down
360,600,360,290,-1,3,down
360,600,360,300,-1,3,down
360,600,360,310,1,3,down
360,600,360,320,1,3,down
360,600,360,330,1,3,down
360,600,360,340,1,3,down
360,600,360,350,1,3,down
360,600,360,360,1,3,down
360,600,360,370,1,3,down
360,600,360,380,1,3,down
360,600,360,390,1,3,down
360,600,360,400,1,3,down
360,600,360,410,1,3,down
360,600,360,420,1,3,down
360,600,360,430,1,3,down
360,600,360,440,1,3,down
360,600,360,450,1,3,down
360,600,360,460,1,3,down
360,600,360,470,1,3,down
360,600,360,480,1,3,down
360,600,360,490,1,3,down
360,600,360,500,1,3,down
360,600,360,510,1,3,down
360,600,360,520,1,3,down
360,600,360,530,1,3,down
360,600,360,540,1,3,down
360,600,360,550,1,3,down
360,600,360,560,1,3,down
360,600,360,570,1,3,down
360,600,360,580,1,3,down
360,600,360,590,1,3,down
120,300,360,600,100,3,down
120,300,360,0,-1,3,down
120,300,360,10,-1,3,down
120,300,360,20,-1,3,down
120,300,360,30,-1,3,down
120,300,360,40,-1,3,down
120,300,360,50,-1,3,down
120,300,360,60,-1,3,down
120,300,360,70,-1,3,down
120,300,360,80,-1,3,down
120,300,360,90,-1,3,down
120,300,360,100,-1,3,down
120,300,360,110,-1,3,down
120,300,360,120,-1,3,down
120,300,360,130,-1,3,down
120,300,360,140,-1,3,down
120,300,360,150,-1,3,down
120,300,360,160,-1,3,down
120,300,360,170,-1,3,down
120,300,360,180,-1,3,down
120,300,360,190,-1,3,down
120,300,360,200,-1,3,down
120,300,360,210,-1,3,down
120,300,360,220,-1,3,down
120,300,360,230,-1,3,down
120,300,360,240,-1,3,down
120,300,360,250,-1,3,down
120,300,360,260,-1,3,down
120,300,360,270,-1,3,down
120,300,360,280,-1,3,down
120,300,360,290,-1,3,down
120,300,360,300,-1,3,down
120,300,360,300,-1,3,down
120,300,350,300,1,3,left
120,300,340,300,1,0,left
120,300,330,300,1,0,left
120,300,320,300,1,0,left
120,300,310,300,1,0,left
120,300,300,300,1,0,left
120,300,290,300,1,0,left
120,300,280,300,1,0,left
120,300,270,300,1,0,left
120,300,260,300,1,0,left
120,300,250,300,1,0,left
120,300,240,300,1,0,left
120,300,230,300,1,0,left
120,300,220,300,1,0,left
120,300,210,300,1,0,left
120,300,200,300,1,0,left
120,300,190,300,1,0,left
120,300,180,300,1,0,left
120,300,170,300,1,0,left
120,300,160,300,1,0,left
120,300,150,300,1,0,left
120,300,140,300,1,0,left
120,300,130,300,1,0,left
560,420,120,300,100,0,left
560,420,110,300,1,0,left
560,420,100,300,1,0,left
560,420,90,300,1,0,left
560,420,80,300,1,0,left
560,420,70,300,1,0,left
560,420,60,300,1,0,left
560,420,50,300,1,0,left
560,420,40,300,1,0,left
560,420,30,300,1,0,left
560,420,20,300,1,0,left
560,420,10,300,1,0,left
560,420,0,300,1,0,left
560,420,590,300,1,0,left
560,420,580,300,1,0,left
560,420,570,300,1,0,left
560,420,560,300,-1,0,left
560,420,560,300,-1,0,left
560,420,560,310,1,0,down
560,420,560,320,1,3,down
560,420,560,330,1,3,down
560,420,560,340,1,3,down
560,420,560,350,1,3,down
560,420,560,360,1,3,down
560,420,560,370,1,3,down
560,420,560,380,1,3,down
560,420,560,390,1,3,down
560,420,560,400,1,3,down
560,420,560,410,1,3,down
80,280,560,420,100,3,down
80,280,560,430,-1,3,down
80,280,560,440,-1,3,down
80,280,560,450,-1,3,down
80,280,560,460,-1,3,down
80,280,560,470,-1,3,down
80,280,560,480,-1,3,down
80,280,560,490,-1,3,down
80,280,560,500,-1,3,down
80,280,560,510,-1,3,down
80,280,560,520,-1,3,down
80,280,560,530,-1,3,down
80,280,560,540,-1,3,down
80,280,560,550,-1,3,down
80,280,560,560,-1,3,down
80,280,560,570,-1,3,down
80,280,560,580,-1,3,down
80,280,560,590,-1,3,down
80,280,560,600,-1,3,down
80,280,560,0,-1,3,down
80,280,560,10,-1,3,down
80,280,560,20,-1,3,down
80,280,560,30,-1,3,down
80,280,560,40,-1,3,down
80,280,560,50,-1,3,down
80,280,560,60,-1,3,down
80,280,560,70,-1,3,down
80,280,560,80,-1,3,down
80,280,560,90,-1,3,down
80,280,560,100,-1,3,down
80,280,560,110,-1,3,down
80,280,560,120,-1,3,down
80,280,560,130,-1,3,down
80,280,560,140,-1,3,down
80,280,560,150,-1,3,down
80,280,560,160,-1,3,down
80,280,560,170,-1,3,down
80,280,560,180,-1,3,down
80,280,560,190,-1,3,down
80,280,560,200,-1,3,down
80,280,560,210,-1,3,down
80,280,560,220,-1,3,down
80,280,560,230,-1,3,down
80,280,560,240,-1,3,down
80,280,560,250,-1,3,down
80,280,560,260,-1,3,down
80,280,560,270,-1,3,down
80,280,560,280,-1,3,down
80,280,560,280,-1,3,down
80,280,550,280,-1,3,left
80,280,540,280,-1,0,left
80,280,530,280,-1,0,left
80,280,520,280,-1,0,left
80,280,510,280,-1,0,left
80,280,500,280,-1,0,left
80,280,490,280,-1,0,left
80,280,480,280,-1,0,left
80,280,470,280,-1,0,left
80,280,460,280,-1,0,left
80,280,450,280,-1,0,left
80,280,440,280,-1,0,left
80,280,430,280,-1,0,left
80,280,420,280,-1,0,left
80,280,410,280,-1,0,left
80,280,400,280,-1,0,left
80,280,390,280,-1,0,left
80,280,380,280,-1,0,left
80,280,370,280,1,0,left
80,280,360,280,1,0,left
80,280,350,280,1,0,left
80,280,340,280,1,0,left
80,280,330,280,1,0,left
80,280,320,280,1,0,left
80,280,310,280,1,0,left
80,280,300,280,1,0,left
80,280,290,280,1,0,left
80,280,280,280,1,0,left
80,280,270,280,1,0,left
80,280,260,280,1,0,left
80,280,250,280,1,0,left
80,280,240,280,1,0,left
80,280,230,280,1,0,left
80,280,220,280,1,0,left
80,280,210,280,1,0,left
80,280,200,280,1,0,left
80,280,190,280,1,0,left
80,280,180,280,1,0,left
80,280,170,280,1,0,left
80,280,160,280,1,0,left
80,280,150,280,1,0,left
80,280,140,280,1,0,left
80,280,130,280,1,0,left
80,280,120,280,1,0,left
80,280,110,280,1,0,left
80,280,100,280,1,0,left
80,280,90,280,1,0,left
200,190,80,280,100,0,left
200,190,70,280,-1,0,left
200,190,60,280,-1,0,left
200,190,50,280,-1,0,left
200,190,40,280,-1,0,left
200,190,30,280,-1,0,left
200,190,20,280,-1,0,left
200,190,10,280,-1,0,left
200,190,0,280,-1,0,left
200,190,590,280,-1,0,left
200,190,580,280,-1,0,left
200,190,570,280,-1,0,left
200,190,560,280,-1,0,left
200,190,550,280,-1,0,left
200,190,540,280,-1,0,left
200,190,530,280,-1,0,left
200,190,520,280,-1,0,left
200,190,510,280,-1,0,left
200,190,500,280,-1,0,left
200,190,490,280,1,0,left
200,190,480,280,1,0,left
200,190,470,280,1,0,left
200,190,460,280,1,0,left
200,190,450,280,1,0,left
200,190,440,280,1,0,left
200,190,430,280,1,0,left
200,190,420,280,1,0,left
200,190,410,280,1,0,left
200,190,400,280,1,0,left
200,190,390,280,1,0,left
200,190,380,280,1,0,left
200,190,370,280,1,0,left
200,190,360,280,1,0,left
200,190,350,280,1,0,left
200,190,340,280,1,0,left
200,190,330,280,1,0,left
200,190,320,280,1,0,left
200,190,310,280,1,0,left
200,190,300,280,1,0,left
200,190,290,280,1,0,left
200,190,280,280,1,0,left
200,190,270,280,1,0,left
200,190,260,280,1,0,left
200,190,250,280,1,0,left
200,190,240,280,1,0,left
200,190,230,280,1,0,left
200,190,220,280,1,0,left
200,190,210,280,1,0,left
200,190,200,280,-1,0,left
200,190,200,280,-1,0,left
200,190,200,270,1,0,up
200,190,200,260,1,2,up
200,190,200,250,1,2,up
200,190,200,240,1,2,up
200,190,200,230,1,2,up
200,190,200,220,1,2,up
200,190,200,210,1,2,up
200,190,200,200,1,2,up
80,310,200,190,100,2,up
80,310,200,180,-1,2,up
80,310,200,170,-1,2,up
80,310,200,160,-1,2,up
80,310,200,150,-1,2,up
80,310,200,140,-1,2,up
80,310,200,130,-1,2,up
80,310,200,120,-1,2,up
80,310,200,110,-1,2,up
80,310,200,100,-1,2,up
80,310,200,90,-1,2,up
80,310,200,80,-1,2,up
80,310,200,70,-1,2,up
80,310,200,60,-1,2,up
80,310,200,50,-1,2,up
80,310,200,40,-1,2,up
80,310,200,30,-1,2,up
80,310,200,20,-1,2,up
80,310,200,10,-1,2,up
80,310,200,0,-1,2,up
80,310,200,590,-1,2,up
80,310,200,580,-1,2,up
80,310,200,570,-1,2,up
80,310,200,560,-1,2,up
80,310,200,550,-1,2,up
80,310,200,540,-1,2,up
80,310,200,530,-1,2,up
80,310,200,520,-1,2,up
80,310,200,510,-1,2,up
80,310,200,500,-1,2,up
80,310,200,490,-1,2,up
80,310,200,480,-1,2,up
80,310,200,470,-1,2,up
80,310,200,460,-1,2,up
80,310,200,450,-1,2,up
80,310,200,440,-1,2,up
80,310,200,430,-1,2,up
80,310,200,420,-1,2,up
80,310,200,410,-1,2,up
80,310,200,400,-1,2,up
80,310,200,390,-1,2,up
80,310,200,380,-1,2,up
80,310,200,370,-1,2,up
80,310,200,360,-1,2,up
80,310,200,350,-1,2,up
80,310,200,340,-1,2,up
80,310,200,330,-1,2,up
80,310,200,320,-1,2,up
80,310,200,310,-1,2,up
80,310,200,310,-1,2,up
80,310,190,310,1,2,left
80,310,180,310,1,0,left
80,310,170,310,1,0,left
80,310,160,310,1,0,left
80,310,150,310,1,0,left
80,310,140,310,1,0,left
80,310,130,310,1,0,left
80,310,120,310,1,0,left
80,310,110,310,1,0,left
80,310,100,310,1,0,left
80,310,90,310,1,0,left
460,100,80,310,100,0,left
460,100,70,310,1,0,left
460,100,60,310,1,0,left
460,100,50,310,1,0,left
460,100,40,310,1,0,left
460,100,30,310,1,0,left
460,100,20,310,1,0,left
460,100,10,310,1,0,left
460,100,0,310,1,0,left
460,100,590,310,1,0,left
460,100,580,310,1,0,left
460,100,570,310,1,0,left
460,100,560,310,1,0,left
460,100,550,310,1,0,left
460,100,540,310,1,0,left
460,100,530,310,1,0,left
460,100,520,310,1,0,left
460,100,510,310,1,0,left
460,100,500,310,1,0,left
460,100,490,310,1,0,left
460,100,480,310,1,0,left
460,100,470,310,1,0,left
460,100,460,310,-1,0,left
460,100,460,310,-1,0,left
460,100,460,300,1,0,up
460,100,460,290,1,2,up
460,100,460,280,1,2,up
460,100,460,270,1,2,up
460,100,460,260,1,2,up
460,100,460,250,1,2,up
460,100,460,240,1,2,up
460,100,460,230,1,2,up
460,100,460,220,1,2,up
460,100,460,210,1,2,up
460,100,460,200,1,2,up
460,100,460,190,1,2,up
460,100,460,180,1,2,up
460,100,460,170,1,2,up
460,100,460,160,1,2,up
460,100,460,150,1,2,up
460,100,460,140,1,2,up
460,100,460,130,1,2,up
460,100,460,120,1,2,up
460,100,460,110,1,2,up
340,260,460,100,100,2,up
340,260,460,90,-1,2,up
340,260,460,80,-1,2,up
340,260,460,70,-1,2,up
340,260,460,60,-1,2,up
340,260,460,50,-1,2,up
340,260,460,40,-1,2,up
340,260,460,30,-1,2,up
340,260,460,20,-1,2,up
340,260,460,10,-1,2,up
340,260,460,0,-1,2,up
340,260,460,590,-1,2,up
340,260,460,580,-1,2,up
340,260,460,570,-1,2,up
340,260,460,560,-1,2,up
340,260,460,550,-1,2,up
340,260,460,540,-1,2,up
340,260,460,530,-1,2,up
340,260,460,520,-1,2,up
340,260,460,510,-1,2,up
340,260,460,500,-1,2,up
340,260,460,490,-1,2,up
340,260,460,480,-1,2,up
340,260,460,470,-1,2,up
340,260,460,460,-1,2,up
340,260,460,450,-1,2,up
340,260,460,440,-1,2,up
340,260,460,430,-1,2,up
340,260,460,420,-1,2,up
340,260,460,410,-1,2,up
340,260,460,400,-1,2,up
340,260,460,390,-1,2,up
340,260,460,380,-1,2,up
340,260,460,370,-1,2,up
340,260,460,360,-1,2,up
340,260,460,350,-1,2,up
340,260,460,340,-1,2,up
340,260,460,330,-1,2,up
340,260,460,320,-1,2,up
340,260,460,310,-1,2,up
340,260,460,300,-1,2,up
